Empresa,Yhaguy,
,,
ID,BARCODE
8817,7894166172335
12298,7894166149313
13689,7894166149214
16712,7894166145902
11833,7894166140853
713,7894166136092
11603,7894166134302
11602,7894166134289
706,7894166119385
11605,7894166111990
13460,7894166111983
11606,7894166111969
12530,7894166111914
11834,7894166111907
11604,7894166111891
13461,7894166111884
714,7894166111792
14865,7894166111778
16708,7894166111617
12529,7894166099984
14868,7894166099960
708,7894166099939
12531,7894166094286
12299,7894166094279
12998,7894166094262
13229,7894166094255
712,7894166094163
711,7894166094033
703,7894166093876
702,7894166093296
705,7894166092725
16713,7894166089251
233,7894166086960
8353,7894166076435
14860,7894166073861
707,7894166073762
710,7894166073755
923,7894166073748
3025,7894166073021
390,7894166070747
3023,7894166070068
13926,7894166069253
709,7894166069239
3021,7894166069161
3020,7894166067525
3024,7894166067440
3019,7894166067433
14861,7894166065118
14863,7894166065064
14864,7894166065057
3488,7894166064890
9515,7894166062308
11601,7894166062179
2788,7894166050527
9516,7894166050084
12999,7894166050060
5106,7894166049842
5105,7894166049835
5344,7894166049767
5343,7894166049682
3017,7894166049286
3484,7894166049231
4181,7894166049163
9747,7894166049118
13457,7894166048579
2321,7894166048463
3715,7894166047831
4882,7894166046186
14157,7894166045707
5806,7894166045561
5345,7894166045134
704,7894166044502
14854,7894166044281
2090,7894166044274
2089,7894166044267
6064,7894166044038
14856,7894166041990
14857,7894166041983
14858,7894166041976
3490,7894166041938
698,7894166037832
701,7894166037818
700,7894166037801
697,7894166037764
3716,7894166037115
9524,7894166037016
9522,7894166037009
9523,7894166036996
9519,7894166036989
9521,7894166036958
9520,7894166036941
9518,7894166036897
4883,7894166035777
6497,7894166035647
2785,7894166035388
14392,7894166035319
1857,7894166034602
13464,7894166034046
5346,7894166034008
4879,7894166033988
7218,7894166033292
3486,7894166032813
2555,7894166032530
7235,7894166032431
7234,7894166032417
8820,7894166032165
3489,7894166032158
16709,7894166031793
5337,7894166030512
12994,7894166029929
12995,7894166029851
9282,7894166029769
7227,7894166029622
7226,7894166029615
13458,7894166029417
13459,7894166029400
7198,7894166029233
7199,7894166028663
3718,7894166027291
3714,7894166027185
14158,7894166026164
7247,7894166026119
699,7894166025990
9525,7894166025952
9526,7894166025570
6056,7894166025525
6057,7894166025464
2556,7894166025457
6059,7894166025440
7233,7894166025365
7239,7894166025341
11608,7894166025334
7221,7894166025310
7236,7894166025303
3491,7894166025181
7243,7894166025068
13923,7894166025013
13922,7894166025006
2091,7894166024993
7196,7894166024962
7220,7894166024894
3487,7894166024856
6060,7894166024801
6055,7894166024795
6053,7894166024771
6054,7894166024764
6058,7894166024757
9517,7894166024580
2791,7894166024573
7231,7894166024061
7230,7894166024047
7222,7894166023958
7228,7894166023934
8121,7894166023910
7229,7894166023880
14156,7894166023828
7241,7894166023811
7240,7894166023804
7223,7894166023729
7197,7894166023606
13228,7894166023378
13227,7894166023361
13696,7894166023231
5339,7894166023217
14155,7894166023095
16711,7894166023064
3022,7894166023057
14389,7894166022944
13925,7894166022920
12761,7894166022890
13924,7894166022883
13695,7894166022876
13694,7894166022869
14390,7894166022852
7212,7894166022692
14391,7894166022647
7205,7894166022593
14154,7894166022548
7206,7894166022524
7203,7894166022395
6048,7894166022258
6063,7894166022203
5338,7894166021930
7208,7894166021817
3482,7894166021787
6049,7894166021749
7202,7894166021534
7244,7894166021442
7193,7894166021398
8821,7894166021268
6047,7894166021251
4886,7894166021220
4887,7894166021213
8819,7894166021206
7245,7894166021183
4885,7894166021169
7242,7894166020902
6062,7894166020872
4884,7894166020865
2554,7894166020841
7194,7894166020810
2553,7894166020742
13463,7894166020551
7204,7894166020490
7200,7894166020476
7209,7894166020452
16710,7894166020360
7213,7894166020353
8354,7894166020148
5341,7894166020131
5342,7894166020124
5340,7894166020117
7219,7894166020100
6044,7894166019555
4179,7894166019524
4180,7894166019494
6052,7894166019432
6050,7894166019425
6042,7894166019401
6045,7894166019395
6051,7894166019388
6046,7894166019371
9049,7894166019333
9514,7894166019289
5803,7894166019272
4875,7894166019258
5802,7894166019234
3018,7894166019197
6041,7894166019173
3483,7894166019166
6040,7894166019128
3485,7894166019111
6043,7894166019098
6731,7894166019081
6036,7894166019074
6035,7894166019067
9513,7894166019036
6038,7894166019029
9746,7894166019012
6033,7894166019005
6039,7894166018992
6037,7894166018985
6034,7894166018978
3713,7894166018961
5804,7894166018947
5805,7894166018930
12997,7894166018916
12993,7894166018909
12996,7894166018886
14153,7894166018848
14388,7894166018824
7210,7894166018763
6730,7894166018756
14618,7894166018725
1,7894166018671
8586,7894166018596
3252,7894166018589
14859,7894166018572
3251,7894166018503
8585,7894166018480
12297,7894166018404
13693,7894166018398
9281,7894166018367
7214,7894166018336
9283,7894166018329
7215,7894166018312
10905,7894166018114
4877,7894166018046
4876,7894166018015
7892,7894166012525
9050,7894166012518
3717,7894166011788
7217,7894166011764
7216,7894166011757
4874,7894166007712
5809,7894166001833
13226,7894166001819
4878,7894166001703
12763,7894166001567
13462,7894166001505
10673,7894166001420
2789,7894166001390
13697,7894166001345
16714,7894166001338
2787,7894166001314
2786,7894166001284
12764,7894166001253
6065,7894166001000
4880,7894166000997
5808,7894166000980
3719,7894166000973
5807,7894166000966
7238,7894166000607
3492,7894166000560
11370,7894166000546
4411,7894166000416
7657,7894166000386
8818,7894166000379
7195,7894166000317
11137,7894166000058
13269,7899492000017
13267,7899492000055
11632,7899492000123
11631,7899492000130
10914,7899492000147
13243,7899492000178
13241,7899492000253
12541,7899492000307
11616,7899492000321
11619,7899492000338
11140,7899492000345
10691,7899492000352
11623,7899492000369
12067,7899492000376
11147,7899492000383
11149,7899492000390
13707,7899492000482
13001,7899492000499
13235,7899492000529
11153,7899492000536
10688,7899492000581
10690,7899492000598
11151,7899492000604
11618,7899492000611
10444,7899492000628
11145,7899492000635
10689,7899492000642
10441,7899492000659
11627,7899492000666
10686,7899492000673
10680,7899492000789
6281,7899492000796
13239,7899492000871
13238,7899492000888
13248,7899492000932
13012,7899492000949
13242,7899492001021
11142,7899492001038
11146,7899492001045
11622,7899492001052
13260,7899492001069
13261,7899492001076
12305,7899492001083
11617,7899492001090
11625,7899492001113
11628,7899492001151
8590,7899492001168
6280,7899492001175
13250,7899492001205
13247,7899492001212
13264,7899492001229
13266,7899492001236
13265,7899492001243
10678,7899492001250
11148,7899492001267
11143,7899492001274
8826,7899492001281
6282,7899492001335
11150,7899492001359
13251,7899492001366
13244,7899492001373
13237,7899492001380
13245,7899492001397
13236,7899492001403
11154,7899492001410
10696,7899492001427
13009,7899492001434
13014,7899492001458
13003,7899492001465
13008,7899492001472
13234,7899492001489
10699,7899492001496
11838,7899492001502
11141,7899492001519
11613,7899492001526
11629,7899492001557
10681,7899492001564
10687,7899492001588
6067,7899492001595
7440,7899492001601
10698,7899492001618
10916,7899492001663
7439,7899492001670
11614,7899492001762
14167,7899492001779
11841,7899492001793
13253,7899492002301
13273,7899492002318
11626,7899492002325
12311,7899492002332
12558,7899492002363
12539,7899492002400
12540,7899492002417
12537,7899492002424
13029,7899492002448
12769,7899492002455
13026,7899492002462
13027,7899492002479
13028,7899492002486
13023,7899492002493
12770,7899492002509
13025,7899492002516
13024,7899492002523
13274,7899492002592
10912,7899492002813
11624,7899492002820
13017,7899492002844
10700,7899492002851
10701,7899492002875
6501,7899492002882
13263,7899492002899
13262,7899492002905
13931,7899492002912
10685,7899492002943
13255,7899492002981
13015,7899492003001
14166,7899492003025
12310,7899492003032
13277,7899492003049
12555,7899492003056
7666,7899492003087
7665,7899492003094
6285,7899492003100
8822,7899492003117
10225,7899492003124
10217,7899492003131
13002,7899492003162
11152,7899492003285
13272,7899492003384
12560,7899492003391
10682,7899492003407
10683,7899492003414
12561,7899492003421
10694,7899492003483
11615,7899492003490
5352,7899492003506
13271,7899492003513
12766,7899492003568
13276,7899492003575
10684,7899492003605
10228,7899492003872
10679,7899492003926
10211,7899492003933
10212,7899492003940
9067,7899492004183
8124,7899492004190
13232,7899492004398
10227,7899492004428
12545,7899492004435
11372,7899492004480
11373,7899492004497
11371,7899492004503
8825,7899492004541
10917,7899492004572
13000,7899492004589
10216,7899492004602
9527,7899492004626
10695,7899492004657
10220,7899492004701
8593,7899492004718
8833,7899492004770
14622,7899492005883
13233,7899492006095
5353,7899492006224
7671,7899492006231
7669,7899492006248
5350,7899492006293
12557,7899492006392
8357,7899492006620
8356,7899492006675
10215,7899492006682
10442,7899492006873
10214,7899492006927
10224,7899492006934
13036,7899492007290
13032,7899492007344
9054,7899492007351
3496,7899492007375
12772,7899492007436
7460,7899492007849
7454,7899492007856
7902,7899492007986
9059,7899492008099
7676,7899492008112
12774,7899492008204
10223,7899492008242
7444,7899492008266
9055,7899492008280
12771,7899492008310
12534,7899492008334
9983,7899492008341
12551,7899492008358
7664,7899492008365
7906,7899492008419
10222,7899492008426
7678,7899492008433
12304,7899492008457
9065,7899492008501
9982,7899492008532
12535,7899492008594
12302,7899492008617
12533,7899492008624
12303,7899492008662
10221,7899492008679
9064,7899492008686
8832,7899492008709
8829,7899492008716
9980,7899492008730
8831,7899492008747
7670,7899492008907
9981,7899492008914
7667,7899492009058
9052,7899492009256
10218,7899492009423
7254,7899492009461
7681,7899492009478
9063,7899492009539
12542,7899492009546
14165,7899492009553
12306,7899492009560
9066,7899492009577
11839,7899492009591
6967,7899492009607
9062,7899492009614
10213,7899492009621
10911,7899492009638
12547,7899492009645
12309,7899492009652
7256,7899492009669
6498,7899492009676
8589,7899492009690
13035,7899492009713
12553,7899492009720
7436,7899492009737
7459,7899492009782
7437,7899492009799
7674,7899492009867
7673,7899492009874
7453,7899492009881
7904,7899492009898
7903,7899492009904
13929,7899492009942
16716,7899492009966
7659,7899492010030
13034,7899492010078
12550,7899492010085
12546,7899492010092
12549,7899492010108
12552,7899492010115
13030,7899492010153
6276,7899492010160
13930,7899492010184
13031,7899492010191
7462,7899492010207
6502,7899492010214
7446,7899492010252
10443,7899492010283
6269,7899492010337
7677,7899492010351
6074,7899492010375
6073,7899492010382
7660,7899492010399
7449,7899492010412
7450,7899492010429
10219,7899492010467
8125,7899492010481
12532,7899492010504
6270,7899492010511
7668,7899492010528
6734,7899492010535
11840,7899492010559
7463,7899492010566
7451,7899492010573
7455,7899492010580
6288,7899492010610
6071,7899492010641
6072,7899492010658
7662,7899492010665
13033,7899492010672
6266,7899492010733
7672,7899492010757
6969,7899492010795
8592,7899492010801
7661,7899492010818
8591,7899492010825
7905,7899492010849
7465,7899492010856
10226,7899492010917
12554,7899492010986
11144,7899492011051
6736,7899492011112
6735,7899492011129
12773,7899492011143
6278,7899492011150
9060,7899492011235
6966,7899492011334
12559,7899492011464
7675,7899492011600
5107,7899492011617
12548,7899492011631
8827,7899492011655
14394,7899492011754
9058,7899492012041
6283,7899492012263
6286,7899492012294
13275,7899492012379
13019,7899492012386
6284,7899492012416
10692,7899492012423
11630,7899492012430
9061,7899492012652
7438,7899492012690
7456,7899492013239
7461,7899492013246
7447,7899492013253
6733,7899492013260
7443,7899492013291
7464,7899492013307
6968,7899492013338
9057,7899492013345
7458,7899492013352
7457,7899492013369
7442,7899492013376
6500,7899492013383
7445,7899492013451
7441,7899492013604
7448,7899492013611
7452,7899492013628
7255,7899492013635
7679,7899492013642
6271,7899492013680
7680,7899492013710
6732,7899492013758
6068,7899492013772
6279,7899492013833
7466,7899492013895
7467,7899492014014
6267,7899492014151
10693,7899492014212
13037,7899492014243
13018,7899492014298
13022,7899492014304
13020,7899492014335
13021,7899492014342
12308,7899492014533
14397,7899492014670
14621,7899492014786
5349,7899492014861
6070,7899492015011
12543,7899492015226
1164,7899492015363
1166,7899492015486
10676,7899492015493
1165,7899492015516
12307,7899492015523
1163,7899492015585
1162,7899492015608
1167,7899492015615
12066,7899492015622
8835,7899492015745
11139,7899492015769
11612,7899492015776
4186,7899492015882
9056,7899492015981
13259,7899492015998
721,7899492016179
7434,7899492016254
10915,7899492016339
6066,7899492016346
6268,7899492016957
13258,7899492018371
1394,7899492018531
1395,7899492018548
14874,7899492019514
14873,7899492019545
12562,7899492019637
14885,7899492019712
14886,7899492019781
14887,7899492019798
14395,7899492019811
13257,7899492019903
16739,7899492019927
7663,7899492019996
7658,7899492020312
7468,7899492020367
13013,7899492020589
13010,7899492020695
13006,7899492020817
13004,7899492020831
12538,7899492020961
13256,7899492021210
13005,7899492021234
13007,7899492021333
13246,7899492021357
13011,7899492021371
13249,7899492021388
14872,7899492021791
14877,7899492021852
6277,7899492022057
14895,7899492022453
1393,7899492022903
13240,7899492023016
16727,7899492024532
9286,7899492024983
11621,7899492025027
9284,7899492025041
8824,7899492025065
9285,7899492025089
8830,7899492025096
13254,7899492025102
13270,7899492025119
13016,7899492025126
11633,7899492025171
14396,7899492025188
12556,7899492025218
8834,7899492025225
13252,7899492025263
13268,7899492025270
10697,7899492025324
6275,7899492025416
6272,7899492025423
6274,7899492025690
6273,7899492025713
14898,7899492025782
466,7899492025829
14882,7899492025836
8122,7899492025973
10677,7899492026192
14884,7899492026970
14875,7899492027038
16731,7899492027540
16735,7899492027557
16730,7899492027564
16733,7899492027571
16722,7899492027847
16719,7899492027878
16729,7899492027892
16720,7899492027908
16718,7899492027977
16734,7899492027991
16724,7899492028066
16738,7899492028127
16723,7899492028141
16736,7899492028158
16737,7899492028165
16732,7899492028172
16726,7899492028189
16725,7899492028196
16721,7899492028202
16728,7899492028486
11620,7899492028752
3253,7899492028769
14878,7899492029094
720,7899492029346
14623,7899492029704
3494,7899492029957
14896,7899492029988
3497,7899492029995
14888,7899492030243
3493,7899492030274
14897,7899492030694
6499,7899492030984
6287,7899492031554
5811,7899492031929
5569,7899492031936
6069,7899492031943
14889,7899492032322
14890,7899492032346
14893,7899492032353
14894,7899492032360
14892,7899492032414
14891,7899492032421
7257,7899492019743
12544,7890195019818
13599,7894766665558
14486,7894766665534
1497,7894766661499
14266,7894766661475
1757,7894766641101
14733,7894766592199
16968,7894766476710
2635,7894766081709
1765,7894766080559
3423,7894766077702
16993,7894766061466
16987,7894766060834
11687,7894766060476
5950,7894766060339
23330,7894766059210
1763,7894766059173
1762,7894766059159
16992,7894766058190
16991,7894766058183
14729,7894766053690
14730,7894766053683
3407,7894766053676
23340,7894766047439
17000,7894766046784
2953,7894766046685
1982,7894766046654
7115,7894766046623
1755,7894766046593
1754,7894766046562
1758,7894766046449
23335,7894766042564
23334,7894766042540
3389,7894766039915
1985,7894766039908
3390,7894766039885
1978,7894766039038
3429,7894766038994
7364,7894766038918
3428,7894766038673
16994,7894766037317
16973,7894766037287
16990,7894766037119
16976,7894766037089
2529,7894766036952
3412,7894766036853
1746,7894766036815
3393,7894766036600
3392,7894766036471
1260,7894766035214
11209,7894766035191
1983,7894766034408
1749,7894766033869
3414,7894766027516
8487,7894766027233
13357,7894766027080
14263,7894766026823
12409,7894766026731
23339,7894766026731
5949,7894766026335
1745,7894766025987
3398,7894766025727
3396,7894766025437
7797,7894766025345
2528,7894766023945
3397,7894766023945
14727,7894766023839
7557,7894766023723
14731,7894766023686
7556,7894766023631
13140,7894766019467
2182,7894766019443
5693,7894766018392
1977,7894766018378
15412,7894766018361
1979,7894766018347
10296,7894766018293
23341,7894766015780
8961,7894766015773
16964,7894766015766
23333,7894766015247
23332,7894766015230
6852,7894766012147
16988,7894766011850
16954,7894766011805
5467,7894766011621
3400,7894766011430
3399,7894766011409
13812,7894766011287
12882,7894766011270
3421,7894766011263
3422,7894766011256
7558,7894766011249
3409,7894766011232
3408,7894766011218
13354,7894766009420
12407,7894766008676
6203,7894766008331
6202,7894766008324
11686,7894766008195
8738,7894766006689
16955,7894766005750
23338,7894766000625
813,7892415967237
814,7892415967213
811,7892415967190
13358,7892415945488
13601,7892415945464
1766,7892415939296
1255,7892415937360
2181,7892415935038
8048,7892415934918
8488,7892415934871
8237,7892415934871
16981,7892415934512
16995,7892415934499
16986,7892415934475
16983,7892415934451
16979,7892415934147
16980,7892415934123
9165,7892415933492
5694,7892415933416
6851,7892415933379
7116,7892415933355
818,7892415932747
16984,7892415932723
16985,7892415932549
16978,7892415932525
791,7892415929259
794,7892415929013
5692,7892415928931
15406,7892415928832
2180,7892415928832
7555,7892415928818
1256,7892415928771
23337,7892415928740
3413,7892415928702
3415,7892415928689
3391,7892415928665
8046,7892415928610
6449,7892415928597
14261,7892415928573
8236,7892415928559
14262,7892415928535
3411,7892415928498
8045,7892415928474
14265,7892415928450
14264,7892415928436
3898,7892415928269
3395,7892415928245
6850,7892415928221
3394,7892415928207
14259,7892415928184
8044,7892415927804
12881,7892415927781
14033,7892415927767
12880,7892415927743
14034,7892415927729
3416,7892415927668
3419,7892415927644
3418,7892415927620
3404,7892415927606
5000,7892415927569
3406,7892415927545
3405,7892415927521
14258,7892415927460
12658,7892415927446
12879,7892415927422
12657,7892415927408
14260,7892415927385
16961,7892415913869
1980,7892415906274
3424,7892415898616
1760,7892415895431
14485,7892415891884
1991,7892415889911
12652,7892415882943
1981,7892415882905
1995,7892415882615
1994,7892415882592
1996,7892415882158
1993,7892415882110
15407,7892415817129
16956,7892415817112
16969,7892415639486
16975,7892415635563
16971,7892415635181
16970,7892415635174
16957,7892415635136
16959,7892415635105
16958,7892415635006
16999,7892415634993
2637,7892415628305
16977,7892415581631
10994,7892415573490
4759,7892415573490
802,7892415544742
10527,7892415544551
6705,7892415544544
3430,7892415543783
3431,7892415543783
7117,7892415543776
6447,7892415543738
16972,7892415543066
16989,7892415543028
16953,7892415543011
1759,7892415542816
1495,7892415542809
5468,7892415542694
6704,7892415542632
12408,7892415542540
9166,7892415542472
23331,7892415542458
6201,7892415542441
6200,7892415542434
7560,7892415542403
15408,7892415524263
15409,7892415524256
1767,7892415514356
808,7892415513045
16996,7892415471635
16974,7892415471505
2184,7892415465276
1756,7892415450234
3427,7892415408921
4760,7892415408174
4523,7892415408129
1747,7892415394880
23336,7892415393838
1499,7892415393821
16966,7892415393814
16967,7892415393708
15414,7892415393517
3426,7892415393500
7363,7892415393494
963,7892415393487
3425,7892415393463
6451,7892415393456
250,7892415393425
1984,7892415393418
11409,7892415393401
13600,7892415392824
13598,7892415392756
797,7892415385437
798,7892415385420
799,7892415382313
817,7892415382290
962,7892415381330
812,7892415381262
810,7892415381255
795,7892415381217
792,7892415381194
1752,7892415379443
1751,7892415379436
249,7892415376725
1986,7892415373502
1764,7892415373502
1987,7892415373458
8043,7892415373298
3432,7892415373243
2636,7892415276049
2333,3772683901550
16997,10691199
1744,01040201
3585,7890903001043
3884,7890903001050
3584,7890903001067
4956,7890903001074
4715,7890903001081
4955,7890903001098
4507,7890903001128
2117,7890903001135
4966,7890903001272
4967,7890903001289
7518,7890903001326
2118,7890903001371
4964,7890903001579
4971,7890903001685
5669,7890903001760
5670,7890903001777
3580,7890903001784
4508,7890903003207
16872,7890903003917
16873,7890903003924
16875,7890903003931
12372,7890903004013
12373,7890903004051
1455,7890903004969
16825,7890903005560
16823,7890903005577
7767,7890903006291
16830,7890903006307
2858,7890903006710
2859,7890903006727
2860,7890903006734
2840,7890903007311
2854,7890903007373
2853,7890903007380
2841,7890903007465
12615,7890903010922
15002,7890903010953
12610,7890903010977
12374,7890903011042
15026,7890903011080
15019,7890903011110
14997,7890903011141
11882,7890903011219
15021,7890903011257
15004,7890903011264
2851,7890903011356
2850,7890903011370
2855,7890903012018
2630,7890903015088
1466,7890903015170
2758,7890903015231
2754,7890903015262
2753,7890903015293
2752,7890903015309
2759,7890903015439
2624,7890903015460
2762,7890903015477
2763,7890903015484
2760,7890903015507
2761,7890903015514
11886,7890903015934
10747,7890903015989
16829,7890903016009
2757,7890903016047
2863,7890903022246
2856,7890903022307
13538,7890903022475
13334,7890903022482
12838,7890903022512
13338,7890903022536
16866,7890903022543
13098,7890903022550
16870,7890903022604
16871,7890903022611
2627,7890903022659
2628,7890903022666
11654,7890903022819
11391,7890903022895
2765,7890903022994
2764,7890903023007
10495,7890903023076
11878,7890903023106
11664,7890903023137
11191,7890903023144
11192,7890903023151
10021,7890903023175
11659,7890903023182
1465,7890903023229
3098,7890903023236
16827,7890903023304
16828,7890903023311
766,7890903023687
2756,7890903023939
9128,7890903023946
10746,7890903024042
11658,7890903024165
764,7890903024417
765,7890903024424
763,7890903024431
12836,7890903024455
13539,7890903024479
13090,7890903024493
12371,7890903024745
10017,7890903025056
10018,7890903025162
16858,7890903025230
16892,7890903025544
15020,7890903026749
23352,7890903026756
11389,7890903027388
11390,7890903027395
16834,7890903027524
16831,7890903027579
16832,7890903027586
11183,7890903027876
13091,7890903028415
16826,7890903029092
23345,7890903029108
13099,7890903029221
1460,7890903029245
9601,7890903029542
16868,7890903029610
12840,7890903029689
12837,7890903029696
13097,7890903029917
14232,7890903030296
11184,7890903030302
3885,7890903030364
7514,7890903031095
16824,7890903031125
16859,7890903031132
16855,7890903031347
16874,7890903031354
16876,7890903031361
16867,7890903031385
16869,7890903031392
11195,7890903031521
8903,7890903031620
9426,7890903031927
8447,7890903032016
16880,7890903032399
1453,7890903032511
9383,7890903032672
9577,7890903032948
9602,7890903032955
23346,7890903033020
7766,7890903033594
7771,7890903033822
7515,7890903033839
7520,7890903034027
9596,7890903035369
15027,7890903035666
1463,7890903036076
16862,7890903036083
16861,7890903036090
23344,7890903036120
11194,7890903036144
1456,7890903036175
1454,7890903036182
2849,7890903036243
2115,7890903036250
7768,7890903036267
11181,7890903036366
4093,7890903036373
2847,7890903036380
3091,7890903036427
3582,7890903036441
2848,7890903036458
767,7890903036465
2116,7890903036472
8446,7890903036489
11394,7890903037684
9610,7890903037721
5462,7890903037813
9410,7890903037981
11395,7890903038117
9612,7890903038193
3883,7890903038223
16860,7890903038230
9595,7890903038254
9593,7890903038582
9587,7890903038599
9598,7890903038940
9594,7890903038957
9546,7890903039022
9597,7890903039046
9600,7890903039077
5908,7890903039091
9435,7890903039237
9566,7890903039268
9375,7890903039343
9374,7890903039350
9603,7890903039398
9357,7890903039503
9376,7890903039565
9433,7890903039572
1464,7890903039596
9423,7890903039626
9360,7890903039657
9436,7890903039671
9385,7890903039688
9567,7890903039695
9390,7890903039732
5453,7890903039787
9432,7890903039800
9373,7890903039831
9551,7890903039848
9378,7890903039916
9556,7890903039947
9425,7890903039961
9377,7890903039978
9588,7890903040004
9559,7890903040028
9389,7890903040035
9388,7890903040042
11881,7890903040059
9557,7890903040110
9396,7890903040189
9575,7890903040196
9372,7890903040202
9555,7890903040233
6177,7890903040332
8905,7890903040394
9127,7890903040400
9570,7890903040424
6441,7890903040479
13337,7890903040486
9412,7890903040493
3886,7890903040561
9124,7890903040578
6181,7890903040592
9123,7890903040639
1873,7890903040653
8428,7890903040677
8904,7890903040707
8902,7890903040738
9568,7890903040745
1452,7890903040776
9129,7890903043623
9125,7890903043715
8701,7890903043739
23347,7890903044231
16881,7890903044866
8430,7890903045634
8445,7890903045917
16885,7890903046594
16886,7890903046600
16887,7890903046617
16884,7890903046624
16877,7890903049410
16890,7890903049908
16891,7890903049915
16882,7890903050768
16883,7890903050775
13536,7890903051734
16888,7890903053448
16889,7890903053455
10752,7890903053462
6824,7890903054292
6822,7890903054315
6821,7890903054322
6442,7890903054346
4970,7890903054353
6823,7890903054384
6820,7890903054391
6699,7890903054407
6698,7890903054414
4965,7890903054421
16841,7890903054438
6443,7890903054469
6440,7890903054483
4963,7890903054490
3096,7890903055466
9562,7890903055473
3085,7890903055497
9429,7890903055619
11665,7890903055626
9365,7890903055633
8209,7890903055657
9364,7890903055664
9363,7890903055701
9428,7890903055756
9537,7890903055763
10953,7890903055800
10967,7890903055824
23349,7890903057910
23350,7890903057934
16833,7890903058245
16854,7890903059143
12613,7890903059877
16865,7890903061740
10964,7890903062464
10275,7890903062471
10276,7890903062488
16842,7890903062518
12616,7890903062549
15008,7890903062655
15003,7890903062754
15024,7890903062808
16816,7890903062815
16857,7890903062822
15025,7890903062839
16853,7890903063065
15022,7890903063089
15000,7890903063737
15012,7890903064321
15001,7890903065465
15014,7890903065564
16835,7890903065571
16839,7890903065588
15010,7890903065601
15016,7890903065830
16819,7890903065915
15017,7890903066301
